title,price,sku,description,sizes,colors,images,type,product_link
Diners Men'S Round Neck T-Shirt,"Rs.1,267.50",NA899-RED,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA899-RED-RS-1690-01_compact.jpg?v=1662380768,https://cdn.shopify.com/s/files/1/2219/4051/products/NA899-RED-RS-1690-02_compact.jpg?v=1662380768,https://cdn.shopify.com/s/files/1/2219/4051/products/NA899-RED-RS-1690-03_compact.jpg?v=1662380768",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-2
Diners Men'S Polo T-Shirt,"Rs.1,646.25",NA827-PLUM(2;3;B)(2;2;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,PLUM","S,M,L,XL,XXL,XXXL,PLUM","https://cdn.shopify.com/s/files/1/2219/4051/products/NA827-PLUM-RS-2195-01_compact.jpg?v=1660981188,https://cdn.shopify.com/s/files/1/2219/4051/products/NA827-PLUM-RS-2195-02_compact.jpg?v=1660981188,https://cdn.shopify.com/s/files/1/2219/4051/products/NA827-PLUM-RS-2195-03_compact.jpg?v=1660981189",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-27
Diners Men'S Polo T-Shirt SKU: NA892-L-PINK,"Rs.3,742.50",NA892-L-PINK(6;6;A)(6;1;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,L-PINK","S,M,L,XL,XXL,XXXL,L-PINK","https://cdn.shopify.com/s/files/1/2219/4051/products/NA892-L-Pink-Rs-4990-01_compact.jpg?v=1655473472,https://cdn.shopify.com/s/files/1/2219/4051/products/NA892-L-Pink-Rs-4990-02_compact.jpg?v=1655473472,https://cdn.shopify.com/s/files/1/2219/4051/products/NA892-L-Pink-Rs-4990-03_compact.jpg?v=1655473471",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na892-l-pink
Diners Men'S Round Neck T-Shirt SKU: NA870-WHITE,"Rs.1,267.50",NA870-WHITE(4;5;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA870-WHITE-RS-1690-01_compact.jpg?v=1652709367,https://cdn.shopify.com/s/files/1/2219/4051/products/NA870-WHITE-RS-1690-02_compact.jpg?v=1652709367,https://cdn.shopify.com/s/files/1/2219/4051/products/NA870-WHITE-RS-1690-03_compact.jpg?v=1652709367",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na870-white
Diners Men'S Polo T-Shirt,"Rs.3,667.50",NA888-TEAL(5;3;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,TEAL","S,M,L,XL,XXL,XXXL,TEAL","https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-TEAL-RTL-4890-01_compact.jpg?v=1657004674,https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-TEAL-RTL-4890-02_compact.jpg?v=1657004674",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-2
Diners Men'S Polo T-Shirt,"Rs.2,167.50",NA835-BROWN,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,BROWN","S,M,L,XL,XXL,XXXL,BROWN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA835-BROWN-RS-2890-01_compact.jpg?v=1661603707,https://cdn.shopify.com/s/files/1/2219/4051/products/NA835-BROWN-RS-2890-02_compact.jpg?v=1661603706,https://cdn.shopify.com/s/files/1/2219/4051/products/NA835-BROWN-RS-2890-03_compact.jpg?v=1661603706",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-38
Diners Men'S Polo T-Shirt SKU: NA887-GREY,"Rs.3,667.50",NA887-GREY(5;5;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,GREY","S,M,L,XL,XXL,XXXL,GREY","https://cdn.shopify.com/s/files/1/2219/4051/products/NA887-Grey-Rs-4890-01_compact.jpg?v=1654350914,https://cdn.shopify.com/s/files/1/2219/4051/products/NA887-Grey-Rs-4890-02_compact.jpg?v=1654350914,https://cdn.shopify.com/s/files/1/2219/4051/products/NA887-Grey-Rs-4890-03_compact.jpg?v=1654350914",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na887-grey
Diners Men'S Polo T-Shirt,"Rs.1,646.25",NA828-NAVY(3;5;C)(3;6;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,NAVY","S,M,L,XL,XXL,XXXL,NAVY","https://cdn.shopify.com/s/files/1/2219/4051/products/NA828-Navy-Rs-2195-01_compact.jpg?v=1659014070,https://cdn.shopify.com/s/files/1/2219/4051/products/NA828-Navy-Rs-2195-02_compact.jpg?v=1659014071,https://cdn.shopify.com/s/files/1/2219/4051/products/NA828-Navy-Rs-2195-03_compact.jpg?v=1659014070",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-20
Diners Men'S Polo T-Shirt SKU: NA895-GREY,"Rs.3,742.50",NA895-GREY(6;1;D)(6;5;C)(6;6;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,GREY","S,M,L,XL,XXL,XXXL,GREY","https://cdn.shopify.com/s/files/1/2219/4051/products/NA895-Grey-Rs-4990-01_compact.jpg?v=1655473802,https://cdn.shopify.com/s/files/1/2219/4051/products/NA895-Grey-Rs-4990-02_compact.jpg?v=1655473802,https://cdn.shopify.com/s/files/1/2219/4051/products/NA895-Grey-Rs-4990-03_compact.jpg?v=1655473802",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na895-grey
Diners Men'S Polo T-Shirt SKU: NA896-AQUA,"Rs.3,742.50",NA896-AQUA(7;1;A)(7;2;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,AQUA","S,M,L,XL,XXL,XXXL,AQUA","https://cdn.shopify.com/s/files/1/2219/4051/products/NA896-Aqua-Rs-4990-01_compact.jpg?v=1655474033,https://cdn.shopify.com/s/files/1/2219/4051/products/NA896-Aqua-Rs-4990-02_compact.jpg?v=1655474032,https://cdn.shopify.com/s/files/1/2219/4051/products/NA896-Aqua-Rs-4990-03_compact.jpg?v=1655474033",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na896-aqua
Diners Men'S Polo T-Shirt SKU: NA896-ORANGE,"Rs.3,742.50",NA896-ORANGE(7;3;A)(7;4;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,ORANGE","S,M,L,XL,XXL,XXXL,ORANGE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA896-Orange-Rs-4990-01_compact.jpg?v=1655474135,https://cdn.shopify.com/s/files/1/2219/4051/products/NA896-Orange-Rs-4990-02_compact.jpg?v=1655474135,https://cdn.shopify.com/s/files/1/2219/4051/products/NA896-Orange-Rs-4990-03_compact.jpg?v=1655474136",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na896-orange
Diners Men'S Polo T-Shirt SKU: NA884-L-BLUE,"Rs.3,667.50",NA884-L-BLUE(5;1;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,L-BLUE","S,M,L,XL,XXL,XXXL,L-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA884-L-Blue-Rs-4890-01_compact.jpg?v=1654261372,https://cdn.shopify.com/s/files/1/2219/4051/products/NA884-L-Blue-Rs-4890-02_compact.jpg?v=1654261372,https://cdn.shopify.com/s/files/1/2219/4051/products/NA884-L-Blue-Rs-4890-03_compact.jpg?v=1654261372",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na884-l-blue
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA922-R-BLUE(1;4;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,XL,XXXL,R-BLUE","S,M,L,XL,XXL,XXXL,R-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA922-R-Blue-Rs-4990-01_compact.jpg?v=1658325453,https://cdn.shopify.com/s/files/1/2219/4051/products/NA922-R-Blue-Rs-4990-02_compact.jpg?v=1658325453,https://cdn.shopify.com/s/files/1/2219/4051/products/NA922-R-Blue-Rs-4990-03_compact.jpg?v=1658325451",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-12
Diners Men'S Round Neck T-Shirt,"Rs.1,267.50",NA820-N-BLUE(1;5;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL,XXL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA820-N-Blue-Rs-1690-01_compact.jpg?v=1658326333,https://cdn.shopify.com/s/files/1/2219/4051/products/NA820-N-Blue-Rs-1690-02_compact.jpg?v=1658326333,https://cdn.shopify.com/s/files/1/2219/4051/products/NA820-N-Blue-Rs-1690-03_compact.jpg?v=1658326333",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt
Diners Men'S Polo T-Shirt SKU: NA897-L-BLUE,"Rs.3,742.50",NA897-L-BLUE(7;5;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,L-BLUE","S,M,L,XL,XXL,XXXL,L-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA897-L-Blue-Rs-4990-01_compact.jpg?v=1655474255,https://cdn.shopify.com/s/files/1/2219/4051/products/NA897-L-Blue-Rs-4990-02_compact.jpg?v=1655474256,https://cdn.shopify.com/s/files/1/2219/4051/products/NA897-L-Blue-Rs-4990-03_compact.jpg?v=1655474256",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na897-l-blue
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA922-RED(1;5;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,RED","S,M,L,XL,XXL,XXXL,RED","https://cdn.shopify.com/s/files/1/2219/4051/products/NA922-Red-Rs-4990-01_compact.jpg?v=1658325525,https://cdn.shopify.com/s/files/1/2219/4051/products/NA922-Red-Rs-4990-02_compact.jpg?v=1658325524,https://cdn.shopify.com/s/files/1/2219/4051/products/NA922-Red-Rs-4990-03_compact.jpg?v=1658325525",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-13
Diners Men'S Polo T-Shirt SKU: NA880-FAWN,"Rs.3,742.50",NA880-FAWN(4;1;D)(4;2;D)(4;3;D)(4;4;D)(4;5;D),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,FAWN","S,M,L,XL,XXL,XXXL,FAWN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA880-FAWN-01_compact.jpg?v=1654512989,https://cdn.shopify.com/s/files/1/2219/4051/products/NA880-FAWN-02_compact.jpg?v=1654512989,https://cdn.shopify.com/s/files/1/2219/4051/products/NA880-FAWN-03_compact.jpg?v=1654512989",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na880-fawn
Diners Men'S Polo T-Shirt SKU: NA888-RED,"Rs.3,667.50",NA888-RED(5;2;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,RED","S,M,L,XL,XXL,XXXL,RED","https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-Red-Rs-4890-01_compact.jpg?v=1654351183,https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-Red-Rs-4890-02_compact.jpg?v=1654351183,https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-Red-Rs-4890-03_compact.jpg?v=1654351183",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na888-red
Diners Men'S Polo T-Shirt SKU: NA829-BLUE,"Rs.1,646.25",NA829-BLUE(3;1;A)(3;2;A)(3;3;A)(2;6;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,XXXL,BLUE","S,M,L,XL,XXL,XXXL,BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA829-BLUE-RS-2195-01_compact.jpg?v=1653914119,https://cdn.shopify.com/s/files/1/2219/4051/products/NA829-BLUE-RS-2195-02_compact.jpg?v=1653914119,https://cdn.shopify.com/s/files/1/2219/4051/products/NA829-BLUE-RS-2195-03_compact.jpg?v=1653914119",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na829-blue
Diners Men'S Round Neck T-Shirt,"Rs.1,267.50",NA915-OFFWHITE,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA-915-OFFWHITE-RS-1690-01_compact.jpg?v=1662382036,https://cdn.shopify.com/s/files/1/2219/4051/products/NA-915-OFFWHITE-RS-1690-02_compact.jpg?v=1662382037,https://cdn.shopify.com/s/files/1/2219/4051/products/NA-915-OFFWHITE-RS-1690-03_compact.jpg?v=1662382037",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-8
Diners Men'S Round Neck T-Shirt,"Rs.1,267.50",NA814-L-PINK,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL,L-PINK","S,M,L,XL,XXL,L-PINK","https://cdn.shopify.com/s/files/1/2219/4051/products/NA814-L-PINK-RS-1690-01_compact.jpg?v=1661602722,https://cdn.shopify.com/s/files/1/2219/4051/products/NA814-L-PINK-RS-1690-02_compact.jpg?v=1661602722,https://cdn.shopify.com/s/files/1/2219/4051/products/NA814-L-PINK-RS-1690-06_compact.jpg?v=1661602722",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-1
Diners Men'S Polo T-Shirt SKU: NA893-L-GREEN,"Rs.3,742.50",NA893-L-GREEN(6;5;B)(6;6;B)(6;1;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,L-GREEN","S,M,L,XL,XXL,XXXL,L-GREEN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA893-L-Green-Rs-4990-01_compact.jpg?v=1655539253,https://cdn.shopify.com/s/files/1/2219/4051/products/NA893-L-Green-Rs-4990-02_compact.jpg?v=1655539253,https://cdn.shopify.com/s/files/1/2219/4051/products/NA893-L-Green-Rs-4990-03_compact.jpg?v=1655539253",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na893-l-green
Diners Men'S Polo T-Shirt SKU: NA889-WHITE,"Rs.3,667.50",NA889-WHITE(5;3;D)(5;4;D),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXXL,WHITE","S,M,L,XL,XXL,XXXL,WHITE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA889-White-Rs-4890-01_compact.jpg?v=1654261683,https://cdn.shopify.com/s/files/1/2219/4051/products/NA889-White-Rs-4890-02_compact.jpg?v=1654261683,https://cdn.shopify.com/s/files/1/2219/4051/products/NA889-White-Rs-4890-03_compact.jpg?v=1654261683",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na889-white
Diners Men'S Round Neck T-Shirt SKU: NA859-WHITE,"Rs.1,267.50",NA859-WHITE(4;1;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","M,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA859-WHITE-RS-1690-01_compact.jpg?v=1650112498,https://cdn.shopify.com/s/files/1/2219/4051/products/NA859-WHITE-RS-1690-02_compact.jpg?v=1650112499,https://cdn.shopify.com/s/files/1/2219/4051/products/NA859-WHITE-RS-1690-03_compact.jpg?v=1650112499",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na859-white
Diners Men'S Polo T-Shirt SKU: NA886-BLACK,"Rs.3,667.50",NA886-BLACK(5;4;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXXL,BLACK","S,M,L,XL,XXL,XXXL,BLACK","https://cdn.shopify.com/s/files/1/2219/4051/products/NA886-Black-Rs-4890-01_compact.jpg?v=1654261453,https://cdn.shopify.com/s/files/1/2219/4051/products/NA886-Black-Rs-4890-02_compact.jpg?v=1654261453,https://cdn.shopify.com/s/files/1/2219/4051/products/NA886-Black-Rs-4890-03_compact.jpg?v=1654261453",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na886-black
Diners Men'S Polo T-Shirt SKU: NA880-L-BLUE,"Rs.3,742.50",NA880-L-BLUE(4;6;D)(5;1;A)(5;2;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,L-BLUE","S,M,L,XL,XXL,XXXL,L-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA880-L-BLUE-01_compact.jpg?v=1654513134,https://cdn.shopify.com/s/files/1/2219/4051/products/NA880-L-BLUE-02_compact.jpg?v=1654513135,https://cdn.shopify.com/s/files/1/2219/4051/products/NA880-L-BLUE-03_compact.jpg?v=1654513134",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na880-l-blue
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA923-BROWN(1;2;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XXXL,BROWN","S,M,L,XL,XXL,XXXL,BROWN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA923-Brown-Rs-4990-01_compact.jpg?v=1659016423,https://cdn.shopify.com/s/files/1/2219/4051/products/NA923-Brown-Rs-4990-02_compact.jpg?v=1659016423,https://cdn.shopify.com/s/files/1/2219/4051/products/NA923-Brown-Rs-4990-03_compact.jpg?v=1659016423",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-26
Diners Men'S Polo T-Shirt SKU: NA882-N-BLUE,"Rs.3,667.50",NA882-N-BLUE(5;4;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","M,XL,XXXL,N-BLUE","S,M,L,XL,XXL,XXXL,N-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA882-N-Blue-Rs-4890-01_compact.jpg?v=1654261213,https://cdn.shopify.com/s/files/1/2219/4051/products/NA882-N-Blue-Rs-4890-02_compact.jpg?v=1654261212,https://cdn.shopify.com/s/files/1/2219/4051/products/NA882-N-Blue-Rs-4890-03_compact.jpg?v=1654261212",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na882-n-blue
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA924-WHITE,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XXL,WHITE","S,M,L,XL,XXL,XXXL,WHITE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA924-White-Rs-4990-01_compact.jpg?v=1658325802,https://cdn.shopify.com/s/files/1/2219/4051/products/NA924-White-Rs-4990-02_compact.jpg?v=1658325783,https://cdn.shopify.com/s/files/1/2219/4051/products/NA924-White-Rs-4990-03_compact.jpg?v=1658325783",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-16
